datetime,open,high,low,close,volume,,,,,
12/10/2023,72.31,74.89,70.67,74.87,5886808.01,,,,,
12/11/2023,74.88,75,64.18,70.25,12970688.47,,,,,
12/12/2023,70.24,72.42,65.75,68.6,7763463.64,,,,,
12/13/2023,68.6,72.6,63.67,70.62,8271925.44,,,,,
12/14/2023,70.62,76.24,68.18,75.68,7493589.41,,,,,
12/15/2023,75.68,79.5,72.13,72.51,8834567.44,,,,,
12/16/2023,72.51,77.22,71.18,73.72,5513079.61,,,,,
12/17/2023,73.71,75.05,70.36,70.87,5108641.26,,,,,
12/18/2023,70.85,75.46,67,74.42,7219822.33,,,,,
12/19/2023,74.41,76.37,71.78,73,6086806.16,,,,,
12/20/2023,73,84.14,72.96,82.21,10701294.29,,,,,
12/21/2023,82.22,95.54,81.03,93.84,12129644.35,,,,,
12/22/2023,93.86,99.5,90.34,97.9,11975121.56,,,,,
12/23/2023,97.91,110,92.8,107.88,8336420.6,,,,,
12/24/2023,107.88,118.1,107.3,112.45,12261699.03,,,,,
12/25/2023,112.45,126.36,107.92,120.91,11114497.92,,,,,
12/26/2023,120.91,121.36,102.09,112.49,12300095.38,,,,,
12/27/2023,112.48,115.3,104.58,106.91,8972638.9,,,,,
12/28/2023,106.92,109.66,97.14,101.8,10194201.02,,,,,
12/29/2023,101.8,110,99,106.17,9432538.67,,,,,
12/30/2023,106.17,107.47,100.62,101.9,4178339.62,,,,,
12/31/2023,101.9,105.21,99.54,101.72,3821990.67,,,,,
1/1/2024,101.72,109.93,101.44,109.91,4403310.37,,,,,
1/2/2024,109.93,116.95,106.02,106.73,7831366.05,,,,,
1/3/2024,106.72,109.9,85,98.52,12221060.38,,,,,
1/4/2024,98.52,108.15,96.6,104.91,7235482.95,,,,,
1/5/2024,104.91,105.48,95.23,99.94,6703567.21,,,,,
1/6/2024,99.93,100.3,91.53,93.77,5151478.03,,,,,
1/7/2024,93.77,96.8,87.68,89.44,5547334.15,,,,,
1/8/2024,89.44,99.97,85.16,97.88,9677497.13,,,,,
1/9/2024,97.88,104.89,95.25,99.36,8574930.67,,,,,
1/10/2024,99.36,105.52,91.68,102,8634280.07,,,,,
1/11/2024,101.99,107.32,97.67,99.9,8986682.95,,,,,
1/12/2024,99.89,100.49,87,92.12,6462190.24,,,,,
1/13/2024,92.14,97.05,89.51,95.85,4054010.92,,,,,
1/14/2024,95.85,102.87,93.62,93.81,5767904.66,,,,,
1/15/2024,93.81,96.96,92.97,94.36,3605978.31,,,,,
1/16/2024,94.35,98.73,94.16,97.61,3768288.08,,,,,
1/17/2024,97.6,102.8,96.5,102.1,6932306.54,,,,,
1/18/2024,102.1,103.59,91.41,94.4,6216673,,,,,
1/19/2024,94.39,95.47,87.04,93.62,6357442.75,,,,,
1/20/2024,93.62,94.27,90.2,92.88,2799385.87,,,,,
1/21/2024,92.88,93.93,90.79,91.09,2013751.83,,,,,
1/22/2024,91.08,91.9,82.06,83.84,7065444.82,,,,,
1/23/2024,83.84,86,79,84.35,8284305.33,,,,,
1/24/2024,84.36,89.47,83.3,88.77,6058894.15,,,,,
1/25/2024,88.77,89.64,85.09,86.91,4002698.2,,,,,
1/26/2024,86.9,93.72,85.96,92.28,4693818.55,,,,,
1/27/2024,92.29,94.5,90.68,94.28,2735837.45,,,,,
1/28/2024,94.27,99.44,93.31,95.98,5618408.23,,,,,
1/29/2024,95.99,101.98,95.06,101.68,5772519.82,,,,,
1/30/2024,101.67,106.49,100.95,101.4,6990527.25,,,,,
1/31/2024,101.4,102.73,95.9,96.96,8609956.87,,,,,
2/1/2024,96.96,98.11,93.11,97.81,6556006.07,,,,,
2/2/2024,97.81,102.57,97.39,100.58,5487861.84,,,,,
2/3/2024,100.57,101.24,96.53,97.96,2787373.11,,,,,
2/4/2024,97.95,98.59,95.08,95.49,2914876.34,,,,,
2/5/2024,95.48,98.7,94.11,95.66,3891146.06,,,,,
2/6/2024,95.66,97.88,92.88,96.88,4279238.07,,,,,
2/7/2024,96.87,101.58,94.62,101.14,4577672.06,,,,,
2/8/2024,101.14,104.98,100.51,102.76,5082811.46,,,,,
2/9/2024,102.77,109.13,102.76,106.94,6686758.45,,,,,
2/10/2024,106.94,110.86,106.86,109.01,3939526.49,,,,,
2/11/2024,109.01,110.67,107.24,107.46,2755398.4,,,,,
2/12/2024,107.46,112.22,103.4,111.64,6169652.05,,,,,
2/13/2024,111.65,115.15,108.25,112.48,5622825.56,,,,,
2/14/2024,112.49,118.69,110.61,116.97,4884824.42,,,,,
2/15/2024,116.97,118.39,111.51,113.5,4927735.5,,,,,
2/16/2024,113.5,114.25,107.94,110.33,3947132.77,,,,,
2/17/2024,110.32,111.08,105,108.92,2897705.67,,,,,
2/18/2024,108.92,114.04,107.51,112.24,3083833.73,,,,,
2/19/2024,112.25,114.87,110.75,111.53,3746704.95,,,,,
2/20/2024,111.53,112.11,103,108.31,5676734.13,,,,,
2/21/2024,108.32,108.4,100.23,105.03,4752688.01,,,,,
2/22/2024,105.04,107.1,101.53,101.76,3905642.33,,,,,
2/23/2024,101.75,103.1,98.64,99.9,3546853.99,,,,,
2/24/2024,99.91,104.85,98.48,104.01,2334116.02,,,,,
2/25/2024,104.02,104.43,102,103.47,1967184.81,,,,,
2/26/2024,103.47,110.89,100.29,109.9,5392138.71,,,,,
2/27/2024,109.9,112.3,105.29,108.36,6198163.52,,,,,
2/28/2024,108.35,119.06,106.85,119.03,11832282.01,,,,,
2/29/2024,119.03,134.65,117.15,125.68,13847087.32,,,,,
3/1/2024,125.68,137.8,125.61,129.43,8376631.09,,,,,
3/2/2024,129.43,131.69,127.2,130.02,4693251.94,,,,,
3/3/2024,130.03,132.11,124.17,130.16,5228370.86,,,,,
3/4/2024,130.16,134.95,127.35,133.27,8053684.79,,,,,
3/5/2024,133.26,142.72,105,125.31,17035242.52,,,,,
3/6/2024,125.31,134.95,120,130.79,9581617.48,,,,,
3/7/2024,130.8,149.3,130.52,143.82,10952975.3,,,,,
3/8/2024,143.82,152.64,142,144.79,8096745.65,,,,,
3/9/2024,144.79,149.15,143.54,144.29,3686876.81,,,,,
3/10/2024,144.3,148.5,140.43,144.39,4489519.25,,,,,
3/11/2024,144.39,150.2,136.49,148.83,7743384.35,,,,,
3/12/2024,148.83,155,141.5,151.05,8930538,,,,,
3/13/2024,151.06,166.73,148.71,163.9,7627285.95,,,,,
